user_id,transformer_id,appliance,appliance_kw,transformer_rated_kva,transformer_loading_percent,num_simultaneous_restarts,flexibility_score,carbon_priority_weight,cost_priority_weight,rebound_risk_score,stagger_label
user_003,XFMR_AUS_001,dishwasher,1.581,25,53.0,6,0.32,0.26,0.74,0.3718,medium_delay
user_003,XFMR_AUS_001,dishwasher,1.05,25,53.33,3,0.32,0.26,0.74,0.3069,medium_delay
user_003,XFMR_AUS_001,dishwasher,1.207,25,68.76,1,0.32,0.26,0.74,0.3002,medium_delay
user_003,XFMR_AUS_001,dishwasher,1.392,25,55.17,6,0.32,0.26,0.74,0.3444,medium_delay
user_003,XFMR_AUS_001,dishwasher,1.678,25,118.72,1,0.32,0.26,0.74,0.485,long_delay
user_003,XFMR_AUS_001,dishwasher,1.591,25,46.51,6,0.32,0.26,0.74,0.28,short_delay
user_003,XFMR_AUS_001,dishwasher,1.338,25,100.28,3,0.32,0.26,0.74,0.4526,long_delay
user_003,XFMR_AUS_001,dishwasher,1.128,25,62.94,4,0.32,0.26,0.74,0.3478,medium_delay
user_003,XFMR_AUS_001,dishwasher,1.655,25,102.08,5,0.32,0.26,0.74,0.5283,long_delay
user_003,XFMR_AUS_001,dishwasher,1.271,25,75.68,2,0.32,0.26,0.74,0.3706,medium_delay
user_003,XFMR_AUS_001,dryer,3.575,25,121.29,6,0.32,0.26,0.74,0.5924,long_delay
user_003,XFMR_AUS_001,dryer,3.472,25,94.71,2,0.32,0.26,0.74,0.4945,long_delay
user_003,XFMR_AUS_001,dryer,2.31,25,53.15,1,0.32,0.26,0.74,0.2683,short_delay
user_003,XFMR_AUS_001,dryer,3.688,25,105.56,5,0.32,0.26,0.74,0.5324,long_delay
user_003,XFMR_AUS_001,dryer,2.734,25,46.31,6,0.32,0.26,0.74,0.337,medium_delay
user_003,XFMR_AUS_001,dryer,3.235,25,108.77,4,0.32,0.26,0.74,0.4824,long_delay
user_003,XFMR_AUS_001,dryer,2.208,25,92.41,6,0.32,0.26,0.74,0.4624,long_delay
user_003,XFMR_AUS_001,dryer,3.231,25,114.74,5,0.32,0.26,0.74,0.5579,long_delay
user_003,XFMR_AUS_001,dryer,3.683,25,95.53,4,0.32,0.26,0.74,0.51,long_delay
user_003,XFMR_AUS_001,dryer,3.378,25,83.85,3,0.32,0.26,0.74,0.4391,medium_delay
user_003,XFMR_AUS_001,dryer,3.244,25,55.91,1,0.32,0.26,0.74,0.3117,medium_delay
user_003,XFMR_AUS_001,dryer,2.929,25,53.18,1,0.32,0.26,0.74,0.3539,medium_delay
user_003,XFMR_AUS_001,dryer,2.888,25,121.54,5,0.32,0.26,0.74,0.5416,long_delay
user_003,XFMR_AUS_001,dryer,3.792,25,119.81,2,0.32,0.26,0.74,0.5006,long_delay
user_003,XFMR_AUS_001,dryer,3.381,25,115.03,6,0.32,0.26,0.74,0.5886,long_delay
user_003,XFMR_AUS_001,dryer,2.632,25,91.03,3,0.32,0.26,0.74,0.4767,long_delay
user_003,XFMR_AUS_001,dryer,2.23,25,96.34,1,0.32,0.26,0.74,0.3906,medium_delay
user_003,XFMR_AUS_001,dryer,2.625,25,81.33,3,0.32,0.26,0.74,0.4079,medium_delay
user_003,XFMR_AUS_001,dryer,2.209,25,75.67,7,0.32,0.26,0.74,0.4635,long_delay
user_003,XFMR_AUS_001,dryer,2.911,25,76.07,4,0.32,0.26,0.74,0.4068,medium_delay
user_003,XFMR_AUS_001,dryer,3.327,25,93.38,7,0.32,0.26,0.74,0.5274,long_delay
user_003,XFMR_AUS_001,dryer,3.837,25,54.9,4,0.32,0.26,0.74,0.3482,medium_delay
user_003,XFMR_AUS_001,dryer,3.855,25,122.59,4,0.32,0.26,0.74,0.6563,long_delay
user_003,XFMR_AUS_001,dryer,3.148,25,96.74,4,0.32,0.26,0.74,0.4831,long_delay
user_003,XFMR_AUS_001,dryer,3.356,25,46.82,4,0.32,0.26,0.74,0.3665,medium_delay
user_003,XFMR_AUS_001,dryer,2.342,25,109.16,5,0.32,0.26,0.74,0.5269,long_delay
user_003,XFMR_AUS_001,dryer,2.388,25,96.75,4,0.32,0.26,0.74,0.4726,long_delay
user_003,XFMR_AUS_001,dryer,3.432,25,79.53,2,0.32,0.26,0.74,0.4411,medium_delay
user_003,XFMR_AUS_001,dryer,2.727,25,48.66,4,0.32,0.26,0.74,0.35,medium_delay
user_003,XFMR_AUS_001,dryer,2.772,25,97.95,2,0.32,0.26,0.74,0.4825,long_delay
user_003,XFMR_AUS_001,dryer,3.198,25,52.43,3,0.32,0.26,0.74,0.3486,medium_delay
user_003,XFMR_AUS_001,dryer,3.554,25,58.97,6,0.32,0.26,0.74,0.4078,medium_delay
user_003,XFMR_AUS_001,dryer,3.561,25,73.11,3,0.32,0.26,0.74,0.3943,medium_delay
user_003,XFMR_AUS_001,dryer,2.6,25,99.63,4,0.32,0.26,0.74,0.4696,long_delay
user_003,XFMR_AUS_001,dryer,3.47,25,86.02,7,0.32,0.26,0.74,0.5287,long_delay
user_003,XFMR_AUS_001,dryer,3.834,25,89.72,3,0.32,0.26,0.74,0.4963,long_delay
user_003,XFMR_AUS_001,dryer,2.842,25,94.48,1,0.32,0.26,0.74,0.4025,medium_delay
user_003,XFMR_AUS_001,dryer,2.778,25,54.57,7,0.32,0.26,0.74,0.3904,medium_delay
user_003,XFMR_AUS_001,dryer,3.574,25,115.54,7,0.32,0.26,0.74,0.636,long_delay
user_003,XFMR_AUS_001,dryer,2.196,25,113.92,3,0.32,0.26,0.74,0.4912,long_delay
user_003,XFMR_AUS_001,washing_machine,0.952,25,98.56,3,0.32,0.26,0.74,0.4511,long_delay
user_003,XFMR_AUS_001,washing_machine,0.703,25,87.75,3,0.32,0.26,0.74,0.351,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.234,25,65.98,5,0.32,0.26,0.74,0.3813,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.176,25,68.54,3,0.32,0.26,0.74,0.3483,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.779,25,71.74,1,0.32,0.26,0.74,0.2666,short_delay
user_003,XFMR_AUS_001,washing_machine,1.045,25,106.82,5,0.32,0.26,0.74,0.5083,long_delay
user_003,XFMR_AUS_001,washing_machine,0.961,25,54.25,6,0.32,0.26,0.74,0.3921,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.741,25,61.09,2,0.32,0.26,0.74,0.2905,short_delay
user_003,XFMR_AUS_001,washing_machine,1.004,25,107.93,6,0.32,0.26,0.74,0.5193,long_delay
user_003,XFMR_AUS_001,washing_machine,1.176,25,47.83,7,0.32,0.26,0.74,0.3342,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.047,25,76.17,4,0.32,0.26,0.74,0.4114,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.717,25,51.75,5,0.32,0.26,0.74,0.3296,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.973,25,114.63,3,0.32,0.26,0.74,0.472,long_delay
user_003,XFMR_AUS_001,washing_machine,1.214,25,66.05,4,0.32,0.26,0.74,0.3151,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.049,25,105.15,5,0.32,0.26,0.74,0.5348,long_delay
user_003,XFMR_AUS_001,washing_machine,0.82,25,83.76,7,0.32,0.26,0.74,0.4424,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.081,25,104.99,1,0.32,0.26,0.74,0.4304,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.159,25,52.06,6,0.32,0.26,0.74,0.3079,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.839,25,100.06,3,0.32,0.26,0.74,0.407,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.916,25,121.46,3,0.32,0.26,0.74,0.4794,long_delay
user_003,XFMR_AUS_001,washing_machine,1.046,25,79.68,5,0.32,0.26,0.74,0.3995,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.231,25,113.93,5,0.32,0.26,0.74,0.5005,long_delay
user_003,XFMR_AUS_001,washing_machine,1.028,25,98.96,6,0.32,0.26,0.74,0.4461,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.737,25,106.85,6,0.32,0.26,0.74,0.5138,long_delay
user_003,XFMR_AUS_001,washing_machine,0.939,25,104.14,7,0.32,0.26,0.74,0.4816,long_delay
user_003,XFMR_AUS_001,washing_machine,1.192,25,69.25,1,0.32,0.26,0.74,0.2789,short_delay
user_003,XFMR_AUS_001,washing_machine,0.933,25,122.09,6,0.32,0.26,0.74,0.5901,long_delay
user_003,XFMR_AUS_001,washing_machine,0.915,25,53.1,1,0.32,0.26,0.74,0.2879,short_delay
user_003,XFMR_AUS_001,washing_machine,1.006,25,63.84,6,0.32,0.26,0.74,0.3721,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.234,25,102.13,6,0.32,0.26,0.74,0.4548,long_delay
user_003,XFMR_AUS_001,washing_machine,1.001,25,117.35,4,0.32,0.26,0.74,0.5238,long_delay
user_003,XFMR_AUS_001,washing_machine,0.878,25,116.66,7,0.32,0.26,0.74,0.5489,long_delay
user_003,XFMR_AUS_001,washing_machine,0.726,25,86.67,7,0.32,0.26,0.74,0.4495,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.127,25,76.46,4,0.32,0.26,0.74,0.3541,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.805,25,96.19,7,0.32,0.26,0.74,0.4309,medium_delay
user_003,XFMR_AUS_001,washing_machine,1.188,25,56.35,1,0.32,0.26,0.74,0.264,short_delay
user_003,XFMR_AUS_001,washing_machine,1.188,25,52.84,4,0.32,0.26,0.74,0.3631,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.798,25,70.99,3,0.32,0.26,0.74,0.3326,medium_delay
user_003,XFMR_AUS_001,washing_machine,0.867,25,58.37,1,0.32,0.26,0.74,0.2473,short_delay
user_003,XFMR_AUS_001,washing_machine,1.057,25,50.64,7,0.32,0.26,0.74,0.4262,medium_delay
user_003,XFMR_AUS_001,water_heater,4.286,25,118.24,2,0.32,0.26,0.74,0.5102,long_delay
user_003,XFMR_AUS_001,water_heater,4.234,25,100.86,6,0.32,0.26,0.74,0.5506,long_delay
user_003,XFMR_AUS_001,water_heater,3.1,25,73.67,6,0.32,0.26,0.74,0.4261,medium_delay
user_003,XFMR_AUS_001,water_heater,3.671,25,49.92,1,0.32,0.26,0.74,0.2608,short_delay
user_003,XFMR_AUS_001,water_heater,3.65,25,50.11,4,0.32,0.26,0.74,0.3466,medium_delay
user_003,XFMR_AUS_001,water_heater,3.913,25,112.48,7,0.32,0.26,0.74,0.5887,long_delay
user_003,XFMR_AUS_001,water_heater,2.76,25,77.05,2,0.32,0.26,0.74,0.3463,medium_delay
user_003,XFMR_AUS_001,water_heater,3.749,25,74.05,1,0.32,0.26,0.74,0.3286,medium_delay
user_003,XFMR_AUS_001,water_heater,4.117,25,117.24,4,0.32,0.26,0.74,0.5861,long_delay
user_003,XFMR_AUS_001,water_heater,4.044,25,49.3,6,0.32,0.26,0.74,0.4304,medium_delay
user_003,XFMR_AUS_001,water_heater,2.964,25,108.8,5,0.32,0.26,0.74,0.5426,long_delay
user_003,XFMR_AUS_001,water_heater,2.554,25,56.74,3,0.32,0.26,0.74,0.3604,medium_delay
user_003,XFMR_AUS_001,water_heater,2.567,25,48.12,4,0.32,0.26,0.74,0.3704,medium_delay
user_003,XFMR_AUS_001,water_heater,4.086,25,93.84,6,0.32,0.26,0.74,0.5007,long_delay
user_003,XFMR_AUS_001,water_heater,3.982,25,66.17,4,0.32,0.26,0.74,0.3661,medium_delay
user_003,XFMR_AUS_001,water_heater,3.309,25,111.53,4,0.32,0.26,0.74,0.5181,long_delay
user_003,XFMR_AUS_001,water_heater,3.896,25,82.94,4,0.32,0.26,0.74,0.4677,long_delay
user_003,XFMR_AUS_001,water_heater,2.992,25,50.95,6,0.32,0.26,0.74,0.4173,medium_delay
user_003,XFMR_AUS_001,water_heater,3.392,25,97.43,2,0.32,0.26,0.74,0.4886,long_delay
user_003,XFMR_AUS_001,water_heater,3.197,25,84.56,4,0.32,0.26,0.74,0.4936,long_delay
user_003,XFMR_AUS_001,water_heater,3.874,25,116.62,4,0.32,0.26,0.74,0.5866,long_delay
user_003,XFMR_AUS_001,water_heater,2.871,25,94.8,5,0.32,0.26,0.74,0.4895,long_delay
user_003,XFMR_AUS_001,water_heater,4.207,25,59.88,1,0.32,0.26,0.74,0.269,short_delay
user_003,XFMR_AUS_001,water_heater,4.089,25,62.55,6,0.32,0.26,0.74,0.4633,long_delay
user_003,XFMR_AUS_001,water_heater,2.689,25,111.39,1,0.32,0.26,0.74,0.4627,long_delay
user_003,XFMR_AUS_001,water_heater,4.249,25,58.96,6,0.32,0.26,0.74,0.382,medium_delay
user_003,XFMR_AUS_001,water_heater,4.385,25,95.88,5,0.32,0.26,0.74,0.5034,long_delay
user_003,XFMR_AUS_001,water_heater,2.743,25,93.92,1,0.32,0.26,0.74,0.4359,medium_delay
user_003,XFMR_AUS_001,water_heater,4.394,25,72.09,7,0.32,0.26,0.74,0.496,long_delay
user_003,XFMR_AUS_001,water_heater,3.995,25,109.73,1,0.32,0.26,0.74,0.4768,long_delay
user_003,XFMR_AUS_001,water_heater,4.476,25,44.97,5,0.32,0.26,0.74,0.3695,medium_delay
user_003,XFMR_AUS_001,water_heater,4.14,25,51.24,2,0.32,0.26,0.74,0.3093,medium_delay
user_003,XFMR_AUS_001,water_heater,3.811,25,99.11,1,0.32,0.26,0.74,0.4511,long_delay
user_003,XFMR_AUS_001,water_heater,3.686,25,115.56,2,0.32,0.26,0.74,0.5742,long_delay
user_003,XFMR_AUS_001,water_heater,3.087,25,113.47,1,0.32,0.26,0.74,0.5299,long_delay
user_003,XFMR_AUS_001,water_heater,2.662,25,75.63,6,0.32,0.26,0.74,0.4581,long_delay
user_003,XFMR_AUS_001,water_heater,2.562,25,99.55,1,0.32,0.26,0.74,0.4327,medium_delay
user_003,XFMR_AUS_001,water_heater,2.524,25,90.85,7,0.32,0.26,0.74,0.5017,long_delay
user_003,XFMR_AUS_001,water_heater,4.268,25,120.59,7,0.32,0.26,0.74,0.6383,long_delay
user_003,XFMR_AUS_001,water_heater,3.284,25,100.0,6,0.32,0.26,0.74,0.4766,long_delay
user_004,XFMR_AUS_001,washing_machine,1.156,25,63.67,2,0.56,0.75,0.25,0.3256,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.969,25,44.25,6,0.56,0.75,0.25,0.2993,short_delay
user_004,XFMR_AUS_001,washing_machine,0.823,25,74.52,2,0.56,0.75,0.25,0.2681,short_delay
user_004,XFMR_AUS_001,washing_machine,1.122,25,45.27,3,0.56,0.75,0.25,0.2415,short_delay
user_004,XFMR_AUS_001,washing_machine,0.738,25,114.4,1,0.56,0.75,0.25,0.4425,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.952,25,76.76,1,0.56,0.75,0.25,0.3306,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.181,25,71.1,4,0.56,0.75,0.25,0.359,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.82,25,63.55,1,0.56,0.75,0.25,0.3344,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.136,25,58.36,7,0.56,0.75,0.25,0.377,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.01,25,104.87,3,0.56,0.75,0.25,0.453,long_delay
user_004,XFMR_AUS_001,washing_machine,0.967,25,103.1,6,0.56,0.75,0.25,0.475,long_delay
user_004,XFMR_AUS_001,washing_machine,1.039,25,45.82,1,0.56,0.75,0.25,0.2717,short_delay
user_004,XFMR_AUS_001,washing_machine,0.804,25,56.08,2,0.56,0.75,0.25,0.3075,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.9,25,72.82,4,0.56,0.75,0.25,0.3706,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.763,25,72.38,4,0.56,0.75,0.25,0.358,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.734,25,75.42,1,0.56,0.75,0.25,0.3669,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.155,25,106.3,3,0.56,0.75,0.25,0.4448,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.212,25,102.88,6,0.56,0.75,0.25,0.5686,long_delay
user_004,XFMR_AUS_001,washing_machine,0.78,25,119.38,5,0.56,0.75,0.25,0.4981,long_delay
user_004,XFMR_AUS_001,washing_machine,1.207,25,73.68,6,0.56,0.75,0.25,0.4319,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.205,25,83.08,5,0.56,0.75,0.25,0.4614,long_delay
user_004,XFMR_AUS_001,washing_machine,0.748,25,71.83,4,0.56,0.75,0.25,0.3738,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.241,25,65.06,2,0.56,0.75,0.25,0.2756,short_delay
user_004,XFMR_AUS_001,washing_machine,0.86,25,45.15,6,0.56,0.75,0.25,0.3247,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.927,25,114.05,4,0.56,0.75,0.25,0.5133,long_delay
user_004,XFMR_AUS_001,washing_machine,0.768,25,93.15,5,0.56,0.75,0.25,0.4419,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.263,25,113.05,4,0.56,0.75,0.25,0.4962,long_delay
user_004,XFMR_AUS_001,washing_machine,1.132,25,107.91,5,0.56,0.75,0.25,0.4788,long_delay
user_004,XFMR_AUS_001,washing_machine,0.775,25,101.23,7,0.56,0.75,0.25,0.4814,long_delay
user_004,XFMR_AUS_001,washing_machine,1.202,25,104.03,6,0.56,0.75,0.25,0.4962,long_delay
user_004,XFMR_AUS_001,washing_machine,1.262,25,63.7,3,0.56,0.75,0.25,0.3319,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.137,25,67.75,3,0.56,0.75,0.25,0.3306,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.946,25,108.42,1,0.56,0.75,0.25,0.3786,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.89,25,77.0,2,0.56,0.75,0.25,0.3888,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.987,25,109.42,1,0.56,0.75,0.25,0.4167,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.767,25,94.47,2,0.56,0.75,0.25,0.4431,medium_delay
user_004,XFMR_AUS_001,washing_machine,1.141,25,102.03,1,0.56,0.75,0.25,0.4302,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.733,25,53.02,5,0.56,0.75,0.25,0.3276,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.822,25,92.81,4,0.56,0.75,0.25,0.4398,medium_delay
user_004,XFMR_AUS_001,washing_machine,0.986,25,71.16,3,0.56,0.75,0.25,0.4322,medium_delay
user_004,XFMR_AUS_001,water_heater,4.002,25,68.27,4,0.56,0.75,0.25,0.4054,medium_delay
user_004,XFMR_AUS_001,water_heater,3.327,25,121.1,1,0.56,0.75,0.25,0.504,long_delay
user_004,XFMR_AUS_001,water_heater,2.73,25,73.43,1,0.56,0.75,0.25,0.3041,medium_delay
user_004,XFMR_AUS_001,water_heater,4.267,25,52.97,1,0.56,0.75,0.25,0.2897,short_delay
user_004,XFMR_AUS_001,water_heater,4.401,25,118.93,3,0.56,0.75,0.25,0.5253,long_delay
user_004,XFMR_AUS_001,water_heater,4.197,25,89.8,6,0.56,0.75,0.25,0.5616,long_delay
user_004,XFMR_AUS_001,water_heater,4.227,25,85.51,4,0.56,0.75,0.25,0.4481,medium_delay
user_004,XFMR_AUS_001,water_heater,3.925,25,78.27,5,0.56,0.75,0.25,0.4738,long_delay
user_004,XFMR_AUS_001,water_heater,4.354,25,68.1,1,0.56,0.75,0.25,0.3366,medium_delay
user_004,XFMR_AUS_001,water_heater,3.473,25,62.53,4,0.56,0.75,0.25,0.3178,medium_delay
user_004,XFMR_AUS_001,water_heater,4.404,25,108.12,1,0.56,0.75,0.25,0.4748,long_delay
